TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2013,15.542
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2014,16.323999999999998
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2015,14.681
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2016,15.126999999999999
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2017,14.565
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2018,14.226
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2019,12.629999999999999
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2020,15.215
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2021,16.226
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2022,20.245
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1967,15.177
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1968,26.209000000000003
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1969,27.331000000000003
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1970,28.993000000000002
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1971,27.405
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1972,126.98400000000001
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1973,8.899
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1974,14.876
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1975,61.101
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1976,37.072
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1977,51.528000000000006
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1978,50.14
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1979,20.124
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1980,-17.130000000000003
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1981,-18.813
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1982,-128.84199999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1983,-37.302
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1984,-226.819
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1985,-157.43099999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1986,47.821000000000005
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1987,-455.729
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1988,-413.04999999999995
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1989,10.769000000000002
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1990,-55.79899999999999
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1991,74.059
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1992,-327.561
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1993,-511.539
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1994,-436.332
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1995,-342.509
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1996,-402.758
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1997,-404.271
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1998,-318.257
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1999,-175.24800000000005
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2000,-51.04600000000001
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2001,-185.947
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2002,-1566.348
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2003,-1772.439
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2004,-1791.569
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2005,430.97400000000005
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2006,527.741
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2007,432.93999999999994
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2008,817.754
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2009,723.025
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2010,509.959
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2011,478.53700000000003
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2012,574.444
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2013,849.9100000000001
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2014,652.7090000000001
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2015,531.164
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2016,480.793
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2017,312.838
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2018,378.72999999999996
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2019,312.846
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2020,214.84
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2021,193.252
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2022,249.93099999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1966,18.149
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1967,17.575
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1968,29.973999999999997
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1969,25.991
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1970,26.514
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1971,32.238
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1972,115.72399999999999
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1973,5.859
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1974,16.628999999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1975,72.553
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1976,41.709
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1977,58.368
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1978,55.601
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1979,17.318
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1980,-34.106
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1981,-16.386000000000003
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1982,-137.27700000000002
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1983,-45.72
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1984,-228.64499999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1985,-130.055
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1986,36.209
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1987,-488.864
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1988,-424.473
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1989,7.266000000000002
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1990,-65.056
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1991,41.946000000000005
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1992,-232.124
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1993,-516.3779999999999
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1994,-348.578
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1995,-376.046
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1996,-385.603
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1997,-348.914
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1998,-332.091
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1999,-103.51399999999998
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2000,-85.067
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2001,-134.923
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2002,-1409.0240000000001
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2003,-1925.146
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2004,-1740.316
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2005,666.713
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2006,411.943
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2007,437.71799999999996
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2008,716.659
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2009,437.52200000000005
"Produktskatter, netto ekskl. told og moms","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2010,514.7860000000001
