TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1998,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1999,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2000,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2001,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2002,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2003,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2004,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2005,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2006,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2007,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2008,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2009,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2010,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2011,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2012,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2013,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2014,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2015,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2016,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2017,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2018,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2019,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2020,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2021,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2022,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,1045.9789999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,1146.175
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,1225.886
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,1262.836
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,1672.184
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,1940.362
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,1925.766
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,2119.5209999999997
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,896.498
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,2602.648
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,1870.315
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,2358.753
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,3135.848
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,3277.524
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,3314.121
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,2755.992
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,1626.878
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,246.075
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,314.40400000000005
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,917.6340000000001
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,1946.376
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,4472.062
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,1588.4440000000002
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,-163.77399999999943
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,-1184.0739999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,-235.76600000000005
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,-4168.124
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,1263.5450000000003
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,1419.3869999999995
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,381.4270000000001
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,-772.4490000000002
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,1567.745
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,3817.057
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,4409.877
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,5553.583
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,7628.925
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,6469.893
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,7740.281
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,8131.017999999999
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,8994.448
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,9510.423
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,9496.603
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,11372.268999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,9072.363000000001
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,10725.296
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,11366.229
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,12088.989000000001
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,17576.987999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,21398.778
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,23688.375
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,25519.046
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,26058.566
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,26629.868
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,30304.411999999997
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,-6211.886000000003
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,5837.172999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,32297.681000000004
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1967,574.596
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1968,557.213
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1969,649.351
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1970,868.031
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1971,958.411
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1972,1071.624
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1973,1129.8590000000002
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1974,1362.883
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1975,1594.504
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1976,1680.593
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1977,2207.061
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1978,2849.403
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1979,3463.2229999999995
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1980,5201.036
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1981,5924.8460000000005
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1982,6778.567999999999
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1983,7481.325
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1984,8544.317000000001
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1985,8418.954
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1986,10370.24
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1987,10224.603000000001
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1988,11590.690999999999
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1989,12486.871000000001
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1990,13856.404
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1991,14855.533
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1992,16295.105
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1993,17270.810999999998
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1994,18402.126
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1995,18859.661
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1996,20493.204
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1997,21586.493000000002
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1998,23586.353
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1999,26031.502
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2000,26523.939
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2001,29029.604000000003
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2002,30336.771
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2003,31357.416
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2004,32617.772999999997
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2005,34822.763
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2006,37650.448000000004
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2007,38818.093
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2008,43479.104999999996
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2009,43595.625
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2010,44369.034
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2011,44146.289000000004
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2012,46762.155
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2013,46511.834
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2014,48158.028
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2015,49024.477
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2016,50904.529
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2017,51385.89
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2018,52411.173
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2019,53553.131
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2020,54898.149
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2021,57318.71200000001
Moms,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2022,58319.245
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,343.16499999999996
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,571.682
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,659.573
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,747.9390000000001
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,930.4069999999999
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,1103.229
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,1089.243
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,1276.559
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,1555.808
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,1653.487
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,1981.019
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,2648.05
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,3301.5400000000004
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,4153.954
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,5901.38
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,6690.951
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,7318.838999999999
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,8200.252
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,8117.426
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,9369.719000000001
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,9614.405
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,10997.166
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,12695.167
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,13967.325
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,14779.529
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,15372.827
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,15867.842
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,17691.405
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,18285.898
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,19511.77
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,20867.143
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,22344.962
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,23904.548
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,26303.704
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,27336.917
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,29455.711
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,31137.942
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,31464.028000000002
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,32953.034
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,35652.485
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,38564.739
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,39979.859000000004
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,42353.559
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,43994.445
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,44727.378
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,45068.924999999996
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,47159.178
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,46720.865
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,48744.060000000005
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,49366.052
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,50687.538
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,52515.513
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,53083.198
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,53597.931
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,55150.69
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,58602.744999999995
Moms,REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,62413.166
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1967,1016.79
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1968,992.641
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1969,1189.008
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1970,1318.585
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1971,1209.303
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1972,1374.221
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1973,1735.375
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1974,1278.656
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1975,1628.0359999999998
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1976,2032.539
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1977,2693.362
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1978,3337.262
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1979,3935.455
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1980,3984.185
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1981,3272.064
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1982,3774.992
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1983,4075.144
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1984,2415.025
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1985,2729.119
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1986,7407.093
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1987,9134.991
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1988,8724.939
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1989,8973.226999999999
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1990,9505.842
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1991,10943.547
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1992,10454.038999999999
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1993,9012.25
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1994,8776.985
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1995,8175.316
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1996,10677.863000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1997,12075.142
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1998,13659.589
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1999,16865.822
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2000,14847.235
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2001,17714.429
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2002,17166.185
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2003,18875.396
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2004,19455.162
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2005,20958.952
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2006,21125.048
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2007,23917.066
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2008,22442.149
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2009,19780.108
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2010,20949.906
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2011,18868.25
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2012,20172.194
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2013,18698.101
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2014,18254.685
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2015,20270.15
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2016,17070.022
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2017,15578.112000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2018,18872.986
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2019,18745.052
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2020,14325.173
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2021,14873.425000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2022,15677.533
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,1089.963
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,1015.9350000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,1101.757
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,1164.4460000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,1248.631
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,1131.647
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,1623.8729999999998
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,1184.9940000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,1486.9270000000001
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,1544.629
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,2450.979
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,3003.934
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,3720.202
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,4204.399
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,3575.2309999999998
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,3495.931
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,3720.196
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,4354.598
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,2029.4959999999999
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,3292.792
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,8703.911
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,9327.913
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,8901.933
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,9188.181
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,9724.687
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,9895.6
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,10229.11
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,8835.564
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,8997.581
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,9280.28
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,10890.047
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,12715.393
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,16539.599
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,17278.492
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,15951.441
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,17514.518
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,17730.061
